"Województwo";"Powiat";"Gmina";"Wybierany organ";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Gminy";"Liczba wyborców w części B spisu wyborów";"Liczba wysłanych pakietów wyborczych"
"mazowieckie";"sokołowski";"gm. Sterdyń";"Wójt Gminy Sterdyń";3;3688;3100;"Sterdyń";"gm. Sterdyń";"142909";0;0
"mazowieckie";"szydłowiecki";"gm. Chlewiska";"Wójt Gminy Chlewiska";4;5802;4832;"Chlewiska";"gm. Chlewiska";"143001";0;0
"mazowieckie";"szydłowiecki";"gm. Jastrząb";"Burmistrz Jastrzębia";2;5152;4151;"Jastrząb";"gm. Jastrząb";"143002";0;0
"mazowieckie";"szydłowiecki";"gm. Mirów";"Wójt Gminy Mirów";2;3813;2985;"Mirów Stary";"gm. Mirów";"143003";0;0
"mazowieckie";"szydłowiecki";"gm. Orońsko";"Wójt Gminy Orońsko";3;5899;4622;"Orońsko";"gm. Orońsko";"143004";0;0
"mazowieckie";"szydłowiecki";"gm. Szydłowiec";"Burmistrz Szydłowca";4;17336;14389;"Szydłowiec";"gm. Szydłowiec";"143005";1;0
"mazowieckie";"warszawski zachodni";"gm. Błonie";"Burmistrz Błonia";2;21224;16731;"Błonie";"gm. Błonie";"143201";0;7
"mazowieckie";"warszawski zachodni";"gm. Izabelin";"Wójt Gminy Izabelin";3;10423;8367;"Izabelin";"gm. Izabelin";"143202";10;10
"mazowieckie";"warszawski zachodni";"gm. Kampinos";"Wójt Gminy Kampinos";2;4338;3537;"Kampinos";"gm. Kampinos";"143203";1;0
"mazowieckie";"warszawski zachodni";"gm. Leszno";"Wójt Gminy Leszno";3;10136;8146;"Leszno";"gm. Leszno";"143204";0;0
"mazowieckie";"warszawski zachodni";"gm. Łomianki";"Burmistrz Łomianek";6;28344;22151;"Łomianki";"gm. Łomianki";"143205";10;1
"mazowieckie";"warszawski zachodni";"gm. Ożarów Mazowiecki";"Burmistrz Ożarowa Mazowieckiego";2;27169;20329;"Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"143206";3;2
"mazowieckie";"warszawski zachodni";"gm. Stare Babice";"Wójt Gminy Stare Babice";4;20545;15890;"Stare Babice";"gm. Stare Babice";"143207";3;0
"mazowieckie";"węgrowski";"m. Węgrów";"Burmistrz Miasta Węgrowa";2;12084;9742;"Węgrów";"m. Węgrów";"143301";0;5
"mazowieckie";"węgrowski";"gm. Grębków";"Wójt Gminy Grębków";1;4386;3470;"Grębków";"gm. Grębków";"143302";1;0
"mazowieckie";"węgrowski";"gm. Korytnica";"Wójt Gminy Korytnica";5;5944;4782;"Korytnica";"gm. Korytnica";"143303";0;0
"mazowieckie";"węgrowski";"gm. Liw";"Wójt Gminy Liw";2;7164;5737;"Liw";"gm. Liw";"143304";0;2
"mazowieckie";"węgrowski";"gm. Łochów";"Burmistrz Łochowa";3;17330;13832;"Łochów";"gm. Łochów";"143305";1;8
"mazowieckie";"węgrowski";"gm. Miedzna";"Wójt Gminy Miedzna";5;3781;3075;"Miedzna";"gm. Miedzna";"143306";0;0
"mazowieckie";"węgrowski";"gm. Sadowne";"Wójt Gminy Sadowne";1;5712;4612;"Sadowne";"gm. Sadowne";"143307";0;0
"mazowieckie";"węgrowski";"gm. Stoczek";"Wójt Gminy Stoczek";3;4733;3842;"Stoczek";"gm. Stoczek";"143308";0;0
"mazowieckie";"węgrowski";"gm. Wierzbno";"Wójt Gminy Wierzbno";3;2588;2129;"Wierzbno";"gm. Wierzbno";"143309";0;0
"mazowieckie";"wołomiński";"m. Kobyłka";"Burmistrz Miasta Kobyłka";6;25856;19255;"Kobyłka";"m. Kobyłka";"143401";4;0
"mazowieckie";"wołomiński";"m. Marki";"Burmistrz Miasta Marki";5;38164;28007;"Marki";"m. Marki";"143402";2;4
"mazowieckie";"wołomiński";"m. Ząbki";"Burmistrz Miasta Ząbki";3;37167;27430;"Ząbki";"m. Ząbki";"143403";4;5
"mazowieckie";"wołomiński";"m. Zielonka";"Burmistrz Miasta Zielonka";3;16833;13543;"Zielonka";"m. Zielonka";"143404";4;11
"mazowieckie";"wołomiński";"gm. Dąbrówka";"Wójt Gminy Dąbrówka";5;8336;6393;"Dąbrówka";"gm. Dąbrówka";"143405";1;1
"mazowieckie";"wołomiński";"gm. Jadów";"Burmistrz Miasta i Gminy Jadów";2;7340;5909;"Jadów";"gm. Jadów";"143406";0;0
"mazowieckie";"wołomiński";"gm. Klembów";"Wójt Gminy Klembów";2;10803;8343;"Klembów";"gm. Klembów";"143407";1;0
"mazowieckie";"wołomiński";"gm. Poświętne";"Wójt Gminy Poświętne";2;6452;4961;"Poświętne";"gm. Poświętne";"143408";1;0
"mazowieckie";"wołomiński";"gm. Radzymin";"Burmistrz  Radzymina";5;28628;21470;"Radzymin";"gm. Radzymin";"143409";0;6
"mazowieckie";"wołomiński";"gm. Strachówka";"Wójt Gminy Strachówka";1;2708;2173;"Strachówka";"gm. Strachówka";"143410";0;0
"mazowieckie";"wołomiński";"gm. Tłuszcz";"Burmistrz Tłuszcza";4;19992;15709;"Tłuszcz";"gm. Tłuszcz";"143411";0;0
"mazowieckie";"wołomiński";"gm. Wołomin";"Burmistrz Wołomina";4;48357;38627;"Wołomin";"gm. Wołomin";"143412";4;10
"mazowieckie";"wyszkowski";"gm. Brańszczyk";"Wójt Gminy Brańszczyk";6;8113;6547;"Brańszczyk";"gm. Brańszczyk";"143501";0;0
"mazowieckie";"wyszkowski";"gm. Długosiodło";"Wójt Gminy Długosiodło";2;7581;6036;"Długosiodło";"gm. Długosiodło";"143502";0;0
"mazowieckie";"wyszkowski";"gm. Rząśnik";"Wójt Gminy Rząśnik";6;6941;5479;"Rząśnik";"gm. Rząśnik";"143503";0;0
"mazowieckie";"wyszkowski";"gm. Somianka";"Wójt Gminy Somianka";2;5621;4475;"Somianka";"gm. Somianka";"143504";1;0
"mazowieckie";"wyszkowski";"gm. Wyszków";"Burmistrz Wyszkowa";4;38691;30522;"Wyszków";"gm. Wyszków";"143505";1;0
"mazowieckie";"wyszkowski";"gm. Zabrodzie";"Wójt Gminy Zabrodzie";4;6221;4642;"Zabrodzie";"gm. Zabrodzie";"143506";1;0
"mazowieckie";"zwoleński";"gm. Kazanów";"Wójt Gminy Kazanów";2;4457;3589;"Kazanów";"gm. Kazanów";"143601";0;0
"mazowieckie";"zwoleński";"gm. Policzna";"Wójt Gminy Policzna";2;5434;4468;"Policzna";"gm. Policzna";"143602";0;0
"mazowieckie";"zwoleński";"gm. Przyłęk";"Wójt Gminy Przyłęk";2;5911;4842;"Przyłęk";"gm. Przyłęk";"143603";0;0
"mazowieckie";"zwoleński";"gm. Tczów";"Wójt Gminy Tczów";2;4876;3793;"Tczów";"gm. Tczów";"143604";0;0
"mazowieckie";"zwoleński";"gm. Zwoleń";"Burmistrz Zwolenia";2;14585;11863;"Zwoleń";"gm. Zwoleń";"143605";0;2
"mazowieckie";"żuromiński";"gm. Bieżuń";"Burmistrz Miasta i Gminy Bieżuń";2;4643;3809;"Bieżuń";"gm. Bieżuń";"143701";0;5
"mazowieckie";"żuromiński";"gm. Kuczbork-Osada";"Wójt Gminy Kuczbork-Osada";1;4481;3622;"Kuczbork-Osada";"gm. Kuczbork-Osada";"143702";0;1
"mazowieckie";"żuromiński";"gm. Lubowidz";"Burmistrz Miasta i Gminy Lubowidz";4;6497;5250;"Lubowidz";"gm. Lubowidz";"143703";0;0
"mazowieckie";"żuromiński";"gm. Lutocin";"Wójt Gminy Lutocin";2;4135;3362;"Lutocin";"gm. Lutocin";"143704";0;0
"mazowieckie";"żuromiński";"gm. Siemiątkowo";"Wójt Gminy Siemiątkowo";4;3340;2650;"Siemiątkowo";"gm. Siemiątkowo";"143705";0;0
"mazowieckie";"żuromiński";"gm. Żuromin";"Burmistrz Gminy i Miasta Żuromin";4;13464;11131;"Żuromin";"gm. Żuromin";"143706";1;9
"mazowieckie";"żyrardowski";"m. Żyrardów";"Prezydent Miasta Żyrardowa";4;35351;28731;"Żyrardów";"m. Żyrardów";"143801";1;4
"mazowieckie";"żyrardowski";"gm. Mszczonów";"Burmistrz Mszczonowa";3;10981;8803;"Mszczonów";"gm. Mszczonów";"143802";0;0
"mazowieckie";"żyrardowski";"gm. Puszcza Mariańska";"Wójt Gminy Puszcza Mariańska";4;8431;6748;"Puszcza Mariańska";"gm. Puszcza Mariańska";"143803";0;0
"mazowieckie";"żyrardowski";"gm. Radziejowice";"Wójt Gminy Radziejowice";3;6062;4739;"Radziejowice";"gm. Radziejowice";"143804";0;0
"mazowieckie";"żyrardowski";"gm. Wiskitki";"Burmistrz Miasta i Gminy Wiskitki";1;9569;7691;"Wiskitki";"gm. Wiskitki";"143805";4;0
"mazowieckie";"Ostrołęka";"m. Ostrołęka";"Prezydent Miasta Ostrołęki";6;47229;38699;"Ostrołęka";"m. Ostrołęka";"146101";4;14
"mazowieckie";"Płock";"m. Płock";"Prezydent Miasta Płocka";5;105797;88205;"Płock";"m. Płock";"146201";1;10
"mazowieckie";"Radom";"m. Radom";"Prezydent Miasta Radomia";7;184600;153116;"Radom";"m. Radom";"146301";1;58
"mazowieckie";"Siedlce";"m. Siedlce";"Prezydent Miasta Siedlce";5;71150;57471;"Siedlce";"m. Siedlce";"146401";5;6
"mazowieckie";"Warszawa";"Warszawa";"Prezydent m. st. Warszawy";6;1644551;1323646;"Warszawa";"Warszawa";"146501";762;466
"opolskie";"brzeski";"m. Brzeg";"Burmistrz Brzegu";6;30882;25771;"Brzeg";"m. Brzeg";"160101";0;10
"opolskie";"brzeski";"gm. Skarbimierz";"Wójt Gminy Skarbimierz";4;8148;6408;"Skarbimierz";"gm. Skarbimierz";"160102";0;12
"opolskie";"brzeski";"gm. Grodków";"Burmistrz Grodkowa";5;17737;14419;"Grodków";"gm. Grodków";"160103";0;0
"opolskie";"brzeski";"gm. Lewin Brzeski";"Burmistrz Lewina Brzeskiego";1;11883;9763;"Lewin Brzeski";"gm. Lewin Brzeski";"160104";0;0
"opolskie";"brzeski";"gm. Lubsza";"Wójt Gminy Lubsza";4;8547;6935;"Lubsza";"gm. Lubsza";"160105";1;1
"opolskie";"brzeski";"gm. Olszanka";"Wójt Gminy Olszanka";3;4685;3763;"Olszanka";"gm. Olszanka";"160106";0;3
"opolskie";"głubczycki";"gm. Baborów";"Burmistrz Gminy Baborów";2;5566;4650;"Baborów";"gm. Baborów";"160201";0;0
"opolskie";"głubczycki";"gm. Branice";"Wójt Gminy Branice";2;5953;5064;"Branice";"gm. Branice";"160202";1;4
"opolskie";"głubczycki";"gm. Głubczyce";"Burmistrz Głubczyc";3;20006;16679;"Głubczyce";"gm. Głubczyce";"160203";2;0
"opolskie";"głubczycki";"gm. Kietrz";"Burmistrz Kietrza";1;9730;8082;"Kietrz";"gm. Kietrz";"160204";0;0
"opolskie";"kędzierzyńsko-kozielski";"m. Kędzierzyn-Koźle";"Prezydent Miasta Kędzierzyn-Koźle";4;51452;43287;"Kędzierzyn-Koźle";"m. Kędzierzyn-Koźle";"160301";1;8
"opolskie";"kędzierzyńsko-kozielski";"gm. Bierawa";"Wójt Gminy Bierawa";1;7341;6008;"Bierawa";"gm. Bierawa";"160302";0;0
"opolskie";"kędzierzyńsko-kozielski";"gm. Cisek";"Wójt Gminy Cisek";2;5236;4299;"Cisek";"gm. Cisek";"160303";0;0
"opolskie";"kędzierzyńsko-kozielski";"gm. Pawłowiczki";"Wójt Gminy Pawłowiczki";2;6928;5756;"Pawłowiczki";"gm. Pawłowiczki";"160304";0;0
"opolskie";"kędzierzyńsko-kozielski";"gm. Polska Cerekiew";"Wójt Gminy Polska Cerekiew";2;3713;3127;"Polska Cerekiew";"gm. Polska Cerekiew";"160305";0;0
"opolskie";"kędzierzyńsko-kozielski";"gm. Reńska Wieś";"Wójt Gminy Reńska Wieś";1;7941;6506;"Reńska Wieś";"gm. Reńska Wieś";"160306";0;0
"opolskie";"kluczborski";"gm. Byczyna";"Burmistrz Byczyny";3;8496;6990;"Byczyna";"gm. Byczyna";"160401";0;0
"opolskie";"kluczborski";"gm. Kluczbork";"Burmistrz Miasta Kluczborka";2;32246;27132;"Kluczbork";"gm. Kluczbork";"160402";0;11
"opolskie";"kluczborski";"gm. Lasowice Wielkie";"Wójt Gminy Lasowice Wielkie";1;6279;5226;"Lasowice Wielkie";"gm. Lasowice Wielkie";"160403";0;0
"opolskie";"kluczborski";"gm. Wołczyn";"Burmistrz Wołczyna";4;11939;9918;"Wołczyn";"gm. Wołczyn";"160404";0;3
"opolskie";"krapkowicki";"gm. Gogolin";"Burmistrz Gogolina";3;11835;9583;"Gogolin";"gm. Gogolin";"160501";0;14
"opolskie";"krapkowicki";"gm. Krapkowice";"Burmistrz Krapkowic";3;20398;17204;"Krapkowice";"gm. Krapkowice";"160502";0;1
"opolskie";"krapkowicki";"gm. Strzeleczki";"Burmistrz Strzeleczek";3;7007;5748;"Strzeleczki";"gm. Strzeleczki";"160503";0;2
"opolskie";"krapkowicki";"gm. Walce";"Wójt Gminy Walce";2;5162;4227;"Walce";"gm. Walce";"160504";0;10
"opolskie";"krapkowicki";"gm. Zdzieszowice";"Burmistrz Zdzieszowic";4;13303;11167;"Zdzieszowice";"gm. Zdzieszowice";"160505";0;0
"opolskie";"namysłowski";"gm. Domaszowice";"Wójt Gminy Domaszowice";3;3448;2828;"Domaszowice";"gm. Domaszowice";"160601";0;0
"opolskie";"namysłowski";"gm. Namysłów";"Burmistrz Namysłowa";5;24871;20233;"Namysłów";"gm. Namysłów";"160602";1;0
"opolskie";"namysłowski";"gm. Pokój";"Wójt Gminy Pokój";2;4900;4074;"Pokój";"gm. Pokój";"160603";0;0
"opolskie";"namysłowski";"gm. Świerczów";"Wójt Gminy Świerczów";2;3155;2625;"Świerczów";"gm. Świerczów";"160604";1;0
"opolskie";"namysłowski";"gm. Wilków";"Wójt Gminy Wilków";3;4178;3361;"Wilków";"gm. Wilków";"160605";0;0
"opolskie";"nyski";"gm. Głuchołazy";"Burmistrz Głuchołaz";4;21440;18156;"Głuchołazy";"gm. Głuchołazy";"160701";0;2
"opolskie";"nyski";"gm. Kamiennik";"Wójt Gminy Kamiennik";5;3110;2620;"Kamiennik";"gm. Kamiennik";"160702";0;0
"opolskie";"nyski";"gm. Korfantów";"Burmistrz Korfantowa";1;8414;7072;"Korfantów";"gm. Korfantów";"160703";0;0
"opolskie";"nyski";"gm. Łambinowice";"Wójt Gminy Łambinowice";3;6734;5614;"Łambinowice";"gm. Łambinowice";"160704";0;5
"opolskie";"nyski";"gm. Nysa";"Burmistrz Nysy";5;51235;43120;"Nysa";"gm. Nysa";"160705";4;5
"opolskie";"nyski";"gm. Otmuchów";"Burmistrz Miasta i Gminy Otmuchów";3;12650;10483;"Otmuchów";"gm. Otmuchów";"160706";0;0
"opolskie";"nyski";"gm. Paczków";"Burmistrz Gminy Paczków";1;11312;9561;"Paczków";"gm. Paczków";"160707";0;0
"opolskie";"nyski";"gm. Pakosławice";"Wójt Gminy Pakosławice";4;3339;2785;"Pakosławice";"gm. Pakosławice";"160708";0;0
"opolskie";"nyski";"gm. Skoroszyce";"Wójt Gminy Skoroszyce";3;5924;4820;"Skoroszyce";"gm. Skoroszyce";"160709";0;2
"opolskie";"oleski";"gm. Dobrodzień";"Burmistrz Dobrodzienia";2;9100;7569;"Dobrodzień";"gm. Dobrodzień";"160801";0;0
"opolskie";"oleski";"gm. Gorzów Śląski";"Burmistrz Gorzowa Śląskiego";1;6792;5610;"Gorzów Śląski";"gm. Gorzów Śląski";"160802";0;0
"opolskie";"oleski";"gm. Olesno";"Burmistrz Olesna";3;16567;13843;"Olesno";"gm. Olesno";"160803";0;0
"opolskie";"oleski";"gm. Praszka";"Burmistrz Praszki";5;12627;10422;"Praszka";"gm. Praszka";"160804";1;0
"opolskie";"oleski";"gm. Radłów";"Wójt Gminy Radłów";3;4078;3331;"Radłów";"gm. Radłów";"160805";0;3
"opolskie";"oleski";"gm. Rudniki";"Wójt Gminy Rudniki";2;7792;6366;"Rudniki";"gm. Rudniki";"160806";0;0
"opolskie";"oleski";"gm. Zębowice";"Wójt Gminy Zębowice";2;3385;2765;"Zębowice";"gm. Zębowice";"160807";0;0
"opolskie";"opolski";"gm. Chrząstowice";"Wójt Gminy Chrząstowice";1;6868;5613;"Chrząstowice";"gm. Chrząstowice";"160901";1;0
"opolskie";"opolski";"gm. Dąbrowa";"Wójt Gminy Dąbrowa";1;7988;6537;"Dąbrowa";"gm. Dąbrowa";"160902";0;0
"opolskie";"opolski";"gm. Dobrzeń Wielki";"Wójt Gminy Dobrzeń Wielki";3;9070;7407;"Dobrzeń Wielki";"gm. Dobrzeń Wielki";"160903";1;0
"opolskie";"opolski";"gm. Komprachcice";"Wójt Gminy Komprachcice";1;8698;7181;"Komprachcice";"gm. Komprachcice";"160904";1;0
"opolskie";"opolski";"gm. Łubniany";"Wójt Gminy Łubniany";2;9604;7898;"Łubniany";"gm. Łubniany";"160905";0;0
"opolskie";"opolski";"gm. Murów";"Wójt Gminy Murów";2;4949;4165;"Murów";"gm. Murów";"160906";5;0
"opolskie";"opolski";"gm. Niemodlin";"Burmistrz Niemodlina";3;12062;9919;"Niemodlin";"gm. Niemodlin";"160907";0;1
"opolskie";"opolski";"gm. Ozimek";"Burmistrz Ozimka";1;17633;14793;"Ozimek";"gm. Ozimek";"160908";2;0
"opolskie";"opolski";"gm. Popielów";"Wójt Gminy Popielów";3;7546;6248;"Popielów";"gm. Popielów";"160909";1;0
"opolskie";"opolski";"gm. Prószków";"Burmistrz Prószkowa";2;8797;7095;"Prószków";"gm. Prószków";"160910";0;2
"opolskie";"opolski";"gm. Tarnów Opolski";"Wójt Gminy Tarnów Opolski";3;9001;7397;"Tarnów Opolski";"gm. Tarnów Opolski";"160911";0;1
"opolskie";"opolski";"gm. Tułowice";"Burmistrz Tułowic";3;4764;3980;"Tułowice";"gm. Tułowice";"160912";1;0
"opolskie";"opolski";"gm. Turawa";"Wójt Gminy Turawa";4;9498;7860;"Turawa";"gm. Turawa";"160913";1;0
"opolskie";"prudnicki";"gm. Biała";"Burmistrz Białej";4;9907;8153;"Biała";"gm. Biała";"161001";0;0
"opolskie";"prudnicki";"gm. Głogówek";"Burmistrz Głogówka";4;12150;10045;"Głogówek";"gm. Głogówek";"161002";1;0
"opolskie";"prudnicki";"gm. Lubrza";"Wójt Gminy Lubrza";3;4133;3325;"Lubrza";"gm. Lubrza";"161003";0;1
"opolskie";"prudnicki";"gm. Prudnik";"Burmistrz Prudnika";4;23757;19923;"Prudnik";"gm. Prudnik";"161004";0;2
"opolskie";"strzelecki";"gm. Izbicko";"Wójt Gminy Izbicko";2;5203;4194;"Izbicko";"gm. Izbicko";"161101";0;0
"opolskie";"strzelecki";"gm. Jemielnica";"Wójt Gminy Jemielnica";2;7206;5859;"Jemielnica";"gm. Jemielnica";"161102";0;0
"opolskie";"strzelecki";"gm. Kolonowskie";"Burmistrz Kolonowskiego";1;5553;4617;"Kolonowskie";"gm. Kolonowskie";"161103";1;0
"opolskie";"strzelecki";"gm. Leśnica";"Burmistrz Leśnicy";1;7119;5874;"Leśnica";"gm. Leśnica";"161104";0;2
"opolskie";"strzelecki";"gm. Strzelce Opolskie";"Burmistrz Strzelec Opolskich";3;27334;22698;"Strzelce Opolskie";"gm. Strzelce Opolskie";"161105";1;1
"opolskie";"strzelecki";"gm. Ujazd";"Burmistrz Ujazdu";3;6225;4931;"Ujazd";"gm. Ujazd";"161106";0;0
"opolskie";"strzelecki";"gm. Zawadzkie";"Burmistrz Zawadzkiego";4;10190;8570;"Zawadzkie";"gm. Zawadzkie";"161107";0;0
"opolskie";"Opole";"m. Opole";"Prezydent Miasta Opola";3;114097;94861;"Opole";"m. Opole";"166101";10;22
"podkarpackie";"bieszczadzki";"gm. Czarna";"Wójt Gminy Czarna";6;2348;1914;"Czarna";"gm. Czarna";"180103";0;0
"podkarpackie";"bieszczadzki";"gm. Lutowiska";"Wójt Gminy Lutowiska";4;2036;1745;"Lutowiska";"gm. Lutowiska";"180105";1;0
"podkarpackie";"bieszczadzki";"gm. Ustrzyki Dolne";"Burmistrz Ustrzyk Dolnych";5;16503;13592;"Ustrzyki Dolne";"gm. Ustrzyki Dolne";"180108";1;6
"podkarpackie";"brzozowski";"gm. Brzozów";"Burmistrz Brzozowa";4;26080;20968;"Brzozów";"gm. Brzozów";"180201";0;3
"podkarpackie";"brzozowski";"gm. Domaradz";"Wójt Gminy Domaradz";3;5963;4741;"Domaradz";"gm. Domaradz";"180202";1;3
"podkarpackie";"brzozowski";"gm. Dydnia";"Wójt Gminy Dydnia";3;7746;6328;"Dydnia";"gm. Dydnia";"180203";0;6
"podkarpackie";"brzozowski";"gm. Haczów";"Wójt Gminy Haczów";1;9011;7229;"Haczów";"gm. Haczów";"180204";0;1
"podkarpackie";"brzozowski";"gm. Jasienica Rosielna";"Wójt Gminy Jasienica Rosielna";3;7722;6102;"Jasienica Rosielna";"gm. Jasienica Rosielna";"180205";0;1
"podkarpackie";"brzozowski";"gm. Nozdrzec";"Wójt Gminy Nozdrzec";2;7700;6297;"Nozdrzec";"gm. Nozdrzec";"180206";0;2
"podkarpackie";"dębicki";"m. Dębica";"Burmistrz Miasta Dębicy";5;41838;34561;"Dębica";"m. Dębica";"180301";5;2
"podkarpackie";"dębicki";"gm. Brzostek";"Burmistrz Brzostku";2;12750;10208;"Brzostek";"gm. Brzostek";"180302";0;1
"podkarpackie";"dębicki";"gm. Czarna";"Wójt Gminy Czarna";1;13297;10335;"Czarna";"gm. Czarna";"180303";0;0
"podkarpackie";"dębicki";"gm. Dębica";"Wójt Gminy Dębica";2;25470;20188;"Dębica";"gm. Dębica";"180304";0;0
"podkarpackie";"dębicki";"gm. Jodłowa";"Wójt Gminy Jodłowa";2;5267;4214;"Jodłowa";"gm. Jodłowa";"180305";0;0
"podkarpackie";"dębicki";"gm. Pilzno";"Burmistrz Pilzna";3;18277;14433;"Pilzno";"gm. Pilzno";"180306";0;0
"podkarpackie";"dębicki";"gm. Żyraków";"Wójt Gminy Żyraków";3;14465;11464;"Żyraków";"gm. Żyraków";"180307";0;0
"podkarpackie";"jarosławski";"m. Jarosław";"Burmistrz Miasta Jarosławia";3;34181;28955;"Jarosław";"m. Jarosław";"180401";1;11
"podkarpackie";"jarosławski";"m. Radymno";"Burmistrz Miasta Radymna";2;4972;4163;"Radymno";"m. Radymno";"180402";0;0
"podkarpackie";"jarosławski";"gm. Chłopice";"Wójt Gminy Chłopice";3;5399;4383;"Chłopice";"gm. Chłopice";"180403";0;0
"podkarpackie";"jarosławski";"gm. Jarosław";"Wójt Gminy Jarosław";2;12980;10400;"Jarosław";"gm. Jarosław";"180404";0;0
"podkarpackie";"jarosławski";"gm. Laszki";"Wójt Gminy Laszki";2;6724;5398;"Laszki";"gm. Laszki";"180405";1;0
"podkarpackie";"jarosławski";"gm. Pawłosiów";"Wójt Gminy Pawłosiów";2;8282;6745;"Pawłosiów";"gm. Pawłosiów";"180406";0;1
"podkarpackie";"jarosławski";"gm. Pruchnik";"Burmistrz Pruchnika";4;9522;7614;"Pruchnik";"gm. Pruchnik";"180407";0;0
"podkarpackie";"jarosławski";"gm. Radymno";"Wójt Gminy Radymno";4;11091;8854;"Radymno";"gm. Radymno";"180408";0;2
"podkarpackie";"jarosławski";"gm. Rokietnica";"Wójt Gminy Rokietnica";2;4263;3402;"Rokietnica";"gm. Rokietnica";"180409";0;0
"podkarpackie";"jarosławski";"gm. Roźwienica";"Wójt Gminy Roźwienica";2;6210;4964;"Roźwienica";"gm. Roźwienica";"180410";1;0
"podkarpackie";"jarosławski";"gm. Wiązownica";"Wójt Gminy Wiązownica";2;11937;9385;"Wiązownica";"gm. Wiązownica";"180411";0;1
"podkarpackie";"jasielski";"m. Jasło";"Burmistrz Miasta Jasła";5;32189;27443;"Jasło";"m. Jasło";"180501";1;3
"podkarpackie";"jasielski";"gm. Brzyska";"Wójt Gminy Brzyska";3;6483;5198;"Brzyska";"gm. Brzyska";"180502";0;0
"podkarpackie";"jasielski";"gm. Dębowiec";"Wójt Gminy Dębowiec";2;8877;7030;"Dębowiec";"gm. Dębowiec";"180503";0;0
"podkarpackie";"jasielski";"gm. Jasło";"Wójt Gminy Jasło";3;16104;13161;"Jasło";"gm. Jasło";"180504";0;1
"podkarpackie";"jasielski";"gm. Kołaczyce";"Burmistrz Kołaczyc";4;8731;7127;"Kołaczyce";"gm. Kołaczyce";"180505";0;0
"podkarpackie";"jasielski";"gm. Krempna";"Wójt Gminy Krempna";1;1784;1476;"Krempna";"gm. Krempna";"180506";2;0
"podkarpackie";"jasielski";"gm. Nowy Żmigród";"Wójt Gminy Nowy Żmigród";2;8774;7184;"Nowy Żmigród";"gm. Nowy Żmigród";"180507";0;0
"podkarpackie";"jasielski";"gm. Osiek Jasielski";"Wójt Gminy Osiek Jasielski";3;5288;4228;"Osiek Jasielski";"gm. Osiek Jasielski";"180508";1;0
"podkarpackie";"jasielski";"gm. Skołyszyn";"Wójt Gminy Skołyszyn";1;12141;9934;"Skołyszyn";"gm. Skołyszyn";"180509";0;2
"podkarpackie";"jasielski";"gm. Tarnowiec";"Wójt Gminy Tarnowiec";2;9087;7408;"Tarnowiec";"gm. Tarnowiec";"180511";0;1
"podkarpackie";"kolbuszowski";"gm. Cmolas";"Wójt Gminy Cmolas";4;8115;6495;"Cmolas";"gm. Cmolas";"180601";0;0
"podkarpackie";"kolbuszowski";"gm. Kolbuszowa";"Burmistrz Kolbuszowej";4;24069;19818;"Kolbuszowa";"gm. Kolbuszowa";"180602";0;4
"podkarpackie";"kolbuszowski";"gm. Majdan Królewski";"Wójt Gminy Majdan Królewski";2;9786;7842;"Majdan Królewski";"gm. Majdan Królewski";"180603";0;0
"podkarpackie";"kolbuszowski";"gm. Niwiska";"Wójt Gminy Niwiska";3;6175;4883;"Niwiska";"gm. Niwiska";"180604";0;0
"podkarpackie";"kolbuszowski";"gm. Raniżów";"Wójt Gminy Raniżów";2;7041;5586;"Raniżów";"gm. Raniżów";"180605";0;0
"podkarpackie";"kolbuszowski";"gm. Dzikowiec";"Wójt Gminy Dzikowiec";4;6387;5134;"Dzikowiec";"gm. Dzikowiec";"180606";0;0
"podkarpackie";"krośnieński";"gm. Chorkówka";"Wójt Gminy Chorkówka";3;13441;10805;"Chorkówka";"gm. Chorkówka";"180701";1;0
"podkarpackie";"krośnieński";"gm. Dukla";"Burmistrz Dukli";5;14009;11390;"Dukla";"gm. Dukla";"180702";0;1
"podkarpackie";"krośnieński";"gm. Iwonicz-Zdrój";"Burmistrz Gminy Iwonicz-Zdrój";2;10390;8279;"Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"180703";1;0
"podkarpackie";"krośnieński";"gm. Jedlicze";"Burmistrz Gminy Jedlicze";4;14928;12067;"Jedlicze";"gm. Jedlicze";"180704";0;0
"podkarpackie";"krośnieński";"gm. Korczyna";"Wójt Gminy Korczyna";2;11131;8909;"Korczyna";"gm. Korczyna";"180705";0;4
"podkarpackie";"krośnieński";"gm. Krościenko Wyżne";"Wójt Gminy Krościenko Wyżne";4;5473;4439;"Krościenko Wyżne";"gm. Krościenko Wyżne";"180706";0;3
"podkarpackie";"krośnieński";"gm. Miejsce Piastowe";"Wójt Gminy Miejsce Piastowe";3;13424;10940;"Miejsce Piastowe";"gm. Miejsce Piastowe";"180707";0;24
"podkarpackie";"krośnieński";"gm. Rymanów";"Burmistrz Gminy Rymanów";2;15487;12422;"Rymanów";"gm. Rymanów";"180708";0;3
"podkarpackie";"krośnieński";"gm. Wojaszówka";"Wójt Gminy Wojaszówka";2;9319;7475;"Wojaszówka";"gm. Wojaszówka";"180709";0;0
